latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
53.21294,69.26349,330.28,4.38,1.93,2025-04-22,0642,T,85,6.1NRT,295.09,204.8,D
53.27466,67.70921,310.19,3.73,1.81,2025-04-22,0642,T,37,6.1NRT,295.81,30.72,D
53.26701,67.69569,316.15,3.73,1.81,2025-04-22,0642,T,71,6.1NRT,296.87,63.22,D
57.46206,40.77711,304.71,2.52,1.53,2025-04-22,0642,T,45,6.1NRT,283.72,20.84,D
53.24601,67.02133,316.14,3.49,1.76,2025-04-22,0642,T,71,6.1NRT,296.78,54.91,D
53.23265,67.06728,311.18,3.51,1.76,2025-04-22,0642,T,60,6.1NRT,297.26,30.73,D
56.47306,50.92672,304.09,1.05,1.02,2025-04-22,0642,T,35,6.1NRT,283.39,5.06,D
56.471,50.94309,319.51,1.05,1.02,2025-04-22,0642,T,60,6.1NRT,287.46,17.84,D
53.23578,67.00785,317.3,3.49,1.76,2025-04-22,0642,T,65,6.1NRT,297.16,58.66,D
53.22258,67.05395,313.36,3.51,1.76,2025-04-22,0642,T,33,6.1NRT,296.95,37.97,D
53.75999,64.49007,313.89,2.58,1.54,2025-04-22,0642,T,65,6.1NRT,299.13,24.47,D
53.70081,64.65845,334.02,2.64,1.56,2025-04-22,0642,T,87,6.1NRT,300.5,115.25,D
53.69134,64.69434,327.89,2.65,1.56,2025-04-22,0642,T,83,6.1NRT,300.85,84.26,D
52.59352,67.34609,316.46,3.82,1.83,2025-04-22,0642,T,70,6.1NRT,298.01,58.37,D
52.5867,67.33286,312.79,3.82,1.83,2025-04-22,0642,T,63,6.1NRT,296.74,39.14,D
55.67383,52.90866,310.42,1,1,2025-04-22,0642,T,63,6.1NRT,295.19,5.62,D
53.48679,63.57437,311.45,2.41,1.5,2025-04-22,0642,T,63,6.1NRT,298.34,18.65,D
55.35909,50.84731,314.1,1.03,1.01,2025-04-22,0642,T,69,6.1NRT,298.81,7.56,D
53.44149,59.49842,312.81,1.6,1.24,2025-04-22,0642,T,51,6.1NRT,299.67,10.49,D
55.64748,42.19958,315.47,2.09,1.41,2025-04-22,0642,T,56,6.1NRT,294.23,32.34,D
55.64568,42.2322,305.66,2.08,1.4,2025-04-22,0642,T,40,6.1NRT,292.17,12.58,D
53.45575,59.03408,340.97,1.53,1.22,2025-04-22,0642,T,0,6.1NRT,299.29,73.98,D
52.99426,60.63793,328.25,1.85,1.33,2025-04-22,0642,T,83,6.1NRT,297.53,49.99,D
52.98903,60.60579,321.18,1.84,1.33,2025-04-22,0642,T,76,6.1NRT,300.47,30.58,D
52.98323,60.63108,373.83,1.85,1.33,2025-04-22,0642,T,100,6.1NRT,302.39,302.81,D
54.10297,54.93498,314.69,1.08,1.04,2025-04-22,0642,T,60,6.1NRT,298.32,8.22,D
52.98777,60.62724,369.25,1.85,1.33,2025-04-22,0642,T,100,6.1NRT,303.92,262.07,D
52.98206,60.6527,323.17,1.85,1.33,2025-04-22,0642,T,78,6.1NRT,296.98,34.11,D
53.62179,56.08984,323.26,1.18,1.08,2025-04-22,0642,T,79,6.1NRT,301.89,19.37,D
53.61835,56.08225,365.34,1.18,1.08,2025-04-22,0642,T,100,6.1NRT,305.83,121.77,D
53.61532,56.09903,362.03,1.18,1.08,2025-04-22,0642,T,100,6.1NRT,304.22,109.4,D
53.60918,56.07754,395.5,1.18,1.08,2025-04-22,0642,T,100,6.1NRT,306.57,282.08,D
53.60616,56.09425,363.74,1.18,1.08,2025-04-22,0642,T,100,6.1NRT,302.29,115.74,D
53.67122,55.28782,312.08,1.12,1.05,2025-04-22,0642,T,62,6.1NRT,300.3,5.5,D
52.24566,61.68885,333.3,2.18,1.43,2025-04-22,0642,T,86,6.1NRT,301,79.73,D
52.24094,61.65226,346.26,2.17,1.43,2025-04-22,0642,T,94,6.1NRT,301.91,147,D
52.23385,61.68127,371.74,2.18,1.43,2025-04-22,0642,T,100,6.1NRT,303.87,356.67,D
52.2449,61.68303,349.45,2.18,1.43,2025-04-22,0642,T,95,6.1NRT,302.86,167.19,D
52.23792,61.71231,317.45,2.19,1.43,2025-04-22,0642,T,55,6.1NRT,301.24,22.71,D
52.24006,61.64633,323.56,2.17,1.43,2025-04-22,0642,T,78,6.1NRT,300.97,45.21,D
52.2331,61.67541,366.8,2.18,1.43,2025-04-22,0642,T,100,6.1NRT,304,308.29,D
54.68731,46.5489,309.86,1.32,1.14,2025-04-22,0642,T,45,6.1NRT,294.81,7.16,D
51.29074,64.9491,315.76,3.34,1.72,2025-04-22,0642,T,68,6.1NRT,299.2,47.4,D
51.27851,64.99241,323.99,3.35,1.73,2025-04-22,0642,T,78,6.1NRT,299.71,96.05,D
51.29347,64.94332,310.78,3.34,1.72,2025-04-22,0642,T,47,6.1NRT,298.93,26.49,D
51.28147,64.98671,326.86,3.35,1.73,2025-04-22,0642,T,81,6.1NRT,299.83,116.19,D
52.07746,61.39811,315.49,2.14,1.42,2025-04-22,0642,T,60,6.1NRT,300.43,20.89,D
52.06577,61.39051,327.63,2.14,1.42,2025-04-22,0642,T,82,6.1NRT,300.48,56.38,D
52.47502,59.11288,320.2,1.64,1.26,2025-04-22,0642,T,73,6.1NRT,298,25.98,D
52.4702,59.13516,317.2,1.64,1.26,2025-04-22,0642,T,29,6.1NRT,298.25,20.15,D
54.09428,48.44868,316.86,1.13,1.06,2025-04-22,0642,T,62,6.1NRT,304.51,7.17,D
54.26078,45.88068,312.28,1.39,1.17,2025-04-22,0642,T,58,6.1NRT,293.01,10.92,D
54.25388,45.87306,309.7,1.39,1.17,2025-04-22,0642,T,45,6.1NRT,293.26,8.61,D
54.25198,45.89355,310.44,1.38,1.16,2025-04-22,0642,T,43,6.1NRT,294.06,10.02,D
53.43214,51.91679,313,1,1,2025-04-22,0642,T,30,6.1NRT,300.67,3.92,D
53.30313,52.35414,325.11,1,1,2025-04-22,0642,T,78,6.1NRT,299.4,17.41,D
53.30095,52.36856,326.24,1,1,2025-04-22,0642,T,79,6.1NRT,301.35,18.82,D
53.29138,52.35875,313.22,1,1,2025-04-22,0642,T,55,6.1NRT,299.58,4.98,D
52.00624,59.27314,324.85,1.72,1.29,2025-04-22,0642,T,50,6.1NRT,296.36,39.01,D
53.37524,51.07176,312.23,1,1,2025-04-22,0642,T,30,6.1NRT,298.71,4.89,D
52.89137,53.8843,328.62,1.06,1.03,2025-04-22,0642,T,82,6.1NRT,302.26,21.69,D
52.88505,53.86541,316.57,1.06,1.03,2025-04-22,0642,T,41,6.1NRT,298.37,8.32,D
52.88257,53.8803,326.05,1.06,1.03,2025-04-22,0642,T,79,6.1NRT,300.09,18.32,D
53.0411,52.41124,314.84,1.01,1,2025-04-22,0642,T,51,6.1NRT,301.17,6.48,D
51.88097,54.75893,312.46,1.15,1.07,2025-04-22,0642,T,44,6.1NRT,300.46,4.56,D
51.87188,54.75465,311.96,1.15,1.07,2025-04-22,0642,T,39,6.1NRT,299.45,4.2,D
51.44657,54.82043,326.48,1.17,1.08,2025-04-22,0642,T,80,6.1NRT,298.8,24.87,D
51.4437,54.83639,315.63,1.17,1.08,2025-04-22,0642,T,65,6.1NRT,297.11,10.92,D
52.99638,41.01402,310.28,2.23,1.45,2025-04-22,0642,T,48,6.1NRT,293.84,14.36,D
52.99466,41.04667,320.11,2.22,1.44,2025-04-22,0642,T,73,6.1NRT,295.17,40.43,D
51.79936,52.50494,314.37,1.02,1.01,2025-04-22,0642,T,50,6.1NRT,303.15,5.53,D
51.78162,52.55836,313.69,1.03,1.01,2025-04-22,0642,T,43,6.1NRT,301.58,4.52,D
52.99505,41.04082,322.54,2.22,1.44,2025-04-22,0642,T,76,6.1NRT,295.19,44.98,D
51.30228,55.20531,314.54,1.22,1.1,2025-04-22,0642,T,59,6.1NRT,294,10.04,D
51.29295,55.20088,317.12,1.22,1.1,2025-04-22,0642,T,69,6.1NRT,295.17,13.53,D
51.59332,52.91115,320.45,1.04,1.02,2025-04-22,0642,T,67,6.1NRT,303.8,11.67,D
51.43323,51.96918,316.61,1.01,1.01,2025-04-22,0642,T,61,6.1NRT,303.19,7.69,D
50.35104,57.1205,307.64,1.53,1.22,2025-04-22,0644,T,34,6.1NRT,291.55,7.14,D
50.34692,57.14071,310.81,1.53,1.22,2025-04-22,0644,T,57,6.1NRT,290.92,10.81,D
52.43159,39.96792,314.85,2.48,1.52,2025-04-22,0644,T,39,6.1NRT,301.23,19.73,D
51.99267,41.24456,321.5,2.12,1.41,2025-04-22,0644,T,72,6.1NRT,301.43,34.25,D
51.99093,41.27481,321.59,2.11,1.41,2025-04-22,0644,T,72,6.1NRT,302.39,33.17,D
51.9895,41.2672,325.7,2.11,1.41,2025-04-22,0644,T,73,6.1NRT,302.39,42.87,D
51.05876,47.13525,326.86,1.14,1.06,2025-04-22,0644,T,76,6.1NRT,302.5,20.65,D
51.49055,34.99471,313.86,4.34,1.92,2025-04-22,0644,T,60,6.1NRT,297.03,59.67,D
51.49015,35.05645,319.88,4.31,1.92,2025-04-22,0644,T,72,6.1NRT,297.27,102.88,D
51.48739,34.98608,310.65,4.34,1.92,2025-04-22,0644,T,39,6.1NRT,297.12,39.56,D
51.48674,35.04789,322.48,4.31,1.92,2025-04-22,0644,T,76,6.1NRT,297.54,124.46,D
50.89312,42.51626,315.4,1.78,1.31,2025-04-22,0644,T,55,6.1NRT,301.09,13.99,D
50.07452,43.00532,312.77,1.64,1.26,2025-04-22,0644,T,53,6.1NRT,296.38,10.8,D
48.66872,45.39108,321.67,1.23,1.1,2025-04-22,0644,T,64,6.1NRT,296.38,17.8,D
48.66701,45.40738,353.16,1.23,1.1,2025-04-22,0644,T,86,6.1NRT,298.43,85.58,D
48.67428,43.79519,315.22,1.44,1.19,2025-04-22,0644,T,61,6.1NRT,293.51,15.88,D
48.6725,43.81436,319.75,1.44,1.19,2025-04-22,0644,T,76,6.1NRT,294.61,23.26,D
18.40636,42.69804,323.51,1.07,1.03,2025-04-22,0652,T,35,6.1NRT,306.27,7.55,D
44.78239,47.10819,321.87,1.02,1.01,2025-04-22,0644,T,75,6.1NRT,302.74,11.89,D
15.175,40.17472,315.59,1,1,2025-04-22,0654,T,64,6.1NRT,303.9,8.87,D
44.78072,47.12066,319.95,1.02,1.01,2025-04-22,0644,T,64,6.1NRT,302.91,10.47,D
14.88803,36.0112,334.52,1.53,1.22,2025-04-22,0654,T,75,6.1NRT,312.58,26.75,D
45.11447,41.97491,307.02,1.6,1.25,2025-04-22,0644,T,26,6.1NRT,293.46,8.08,D
14.88635,36.02498,330.28,1.52,1.22,2025-04-22,0654,T,65,6.1NRT,312.58,16.07,D
41.56521,45.02029,310.35,1.07,1.03,2025-04-22,0646,T,57,6.1NRT,296.98,4.87,D
14.15655,32.3982,343.9,2.83,1.61,2025-04-22,0654,T,88,6.1NRT,307.46,141.92,D
39.37803,48.35255,308.14,1.06,1.03,2025-04-22,0646,T,44,6.1NRT,296.19,5.14,D
13.57091,36.91637,337.76,1.28,1.12,2025-04-22,0654,T,81,6.1NRT,314.52,24.57,D
13.57009,36.90958,331.46,1.28,1.12,2025-04-22,0654,T,73,6.1NRT,314.37,12.59,D
38.88626,45.55152,322.65,1.01,1,2025-04-22,0646,T,74,6.1NRT,304.36,9.5,D
38.88318,45.57403,329.05,1.01,1,2025-04-22,0646,T,79,6.1NRT,303.17,16.16,D
13.56855,36.92104,331.64,1.27,1.12,2025-04-22,0654,T,74,6.1NRT,314.82,12.73,D
36.70657,48.41492,315.68,1.14,1.06,2025-04-22,0646,T,67,6.1NRT,298.51,6.69,D
13.68678,35.05358,333,1.72,1.29,2025-04-22,0654,T,71,6.1NRT,313.34,20.62,D
13.37294,35.99608,331.1,1.46,1.19,2025-04-22,0654,T,67,6.1NRT,310.24,21.4,D
36.30308,49.0844,311.23,1.23,1.1,2025-04-22,0646,T,49,6.1NRT,294.73,6.38,D
12.70553,40.32023,331.42,1.01,1,2025-04-22,0654,T,68,6.1NRT,312.88,13.66,D
36.25344,49.12099,308.57,1.24,1.11,2025-04-22,0646,T,15,6.1NRT,292.24,4.34,D
36.25115,49.13428,313.63,1.24,1.11,2025-04-22,0646,T,64,6.1NRT,291.53,9.67,D
12.93517,34.73333,327.84,1.78,1.31,2025-04-22,0654,T,57,6.1NRT,308.29,18.67,D
36.21028,49.08157,309.43,1.24,1.11,2025-04-22,0646,T,50,6.1NRT,293.84,5.31,D
12.93325,34.74922,333.34,1.77,1.3,2025-04-22,0654,T,73,6.1NRT,308.24,35.65,D
35.67081,51.42575,316.1,1.71,1.28,2025-04-22,0646,T,39,6.1NRT,293.57,8.73,D
12.93585,34.74252,333.26,1.77,1.3,2025-04-22,0654,T,73,6.1NRT,308.17,33.87,D
12.22794,36.0831,327.79,1.39,1.17,2025-04-22,0654,T,67,6.1NRT,309.23,14.78,D
35.60635,51.15883,316.08,1.65,1.26,2025-04-22,0646,T,23,6.1NRT,298.37,9.75,D
35.31425,49.10582,314.73,1.28,1.12,2025-04-22,0646,T,38,6.1NRT,298.18,7.12,D
11.70004,34.53798,324.54,1.76,1.3,2025-04-22,0654,T,48,6.1NRT,304.7,15.72,D
11.42259,35.99677,328.67,1.37,1.16,2025-04-22,0654,T,66,6.1NRT,310.09,17.47,D
35.96903,43.76667,319.1,1.06,1.03,2025-04-22,0646,T,52,6.1NRT,304.85,6.25,D
11.42105,36.00858,328.33,1.37,1.16,2025-04-22,0654,T,63,6.1NRT,310.41,15.34,D
35.30069,47.97559,309.02,1.14,1.06,2025-04-22,0646,T,33,6.1NRT,293.46,4.19,D
11.37845,32.24913,343.24,2.64,1.56,2025-04-22,0654,T,88,6.1NRT,306.79,134.39,D
35.34809,47.22872,311.96,1.07,1.03,2025-04-22,0646,T,60,6.1NRT,297.05,5.48,D
35.07993,48.61454,313.25,1.22,1.1,2025-04-22,0646,T,60,6.1NRT,295.21,7.8,D
11.37562,32.27255,326.14,2.63,1.56,2025-04-22,0654,T,55,6.1NRT,306.23,33.62,D
9.94804,40.98176,328.03,1.08,1.04,2025-04-22,0654,T,49,6.1NRT,309.51,8.82,D
35.73072,44.03609,322.12,1.04,1.02,2025-04-22,0646,T,57,6.1NRT,307.6,7.32,D
10.49897,37.07193,328.11,1.15,1.07,2025-04-22,0654,T,68,6.1NRT,313.16,12.15,D
35.68737,43.87888,343.83,1.04,1.02,2025-04-22,0646,T,91,6.1NRT,307.89,40.89,D
10.48216,37.19323,327.05,1.14,1.06,2025-04-22,0654,T,66,6.1NRT,310.65,11.88,D
35.63288,44.01042,323.76,1.04,1.02,2025-04-22,0646,T,60,6.1NRT,304.93,12.33,D
10.45977,37.14883,330.19,1.14,1.06,2025-04-22,0654,T,78,6.1NRT,311.58,13.67,D
35.62397,44.00874,323.71,1.04,1.02,2025-04-22,0646,T,57,6.1NRT,303.67,13.49,D
10.24236,36.85958,326.37,1.17,1.08,2025-04-22,0654,T,71,6.1NRT,308.64,12.65,D
35.53407,44.34131,329.91,1.02,1.01,2025-04-22,0646,T,78,6.1NRT,310.92,13.43,D
34.92174,48.33686,312.42,1.2,1.09,2025-04-22,0646,T,60,6.1NRT,297.14,4.57,D
10.04843,38.11909,322.95,1.04,1.02,2025-04-22,0654,T,62,6.1NRT,309.71,8.62,D
9.7851,37.62942,334.81,1.07,1.03,2025-04-22,0654,T,84,6.1NRT,308.49,22.79,D
34.91957,48.34944,314.6,1.2,1.09,2025-04-22,0646,T,67,6.1NRT,298.08,6.82,D
9.72969,36.95887,317.33,1.15,1.07,2025-04-22,0654,T,37,6.1NRT,300.62,8.22,D
35.52524,44.33955,326.47,1.02,1.01,2025-04-22,0646,T,65,6.1NRT,309.72,9.43,D
9.5667,36.66062,323.82,1.18,1.08,2025-04-22,0654,T,68,6.1NRT,308.82,7.93,D
34.88161,48.5119,314.6,1.22,1.1,2025-04-22,0646,T,68,6.1NRT,298.69,6.1,D
35.45817,44.42076,321.34,1.02,1.01,2025-04-22,0646,T,50,6.1NRT,306.56,6.83,D
35.38395,44.22062,325.44,1.02,1.01,2025-04-22,0646,T,54,6.1NRT,305.12,15.65,D
34.80033,46.93702,309.55,1.06,1.03,2025-04-22,0646,T,34,6.1NRT,289.64,5.34,D
34.89492,43.80727,346.05,1.04,1.02,2025-04-22,0646,T,92,6.1NRT,306.83,43.46,D
34.86573,44.02644,325.06,1.03,1.01,2025-04-22,0646,T,70,6.1NRT,306.16,9.2,D
34.36317,47.40195,312.17,1.11,1.05,2025-04-22,0646,T,32,6.1NRT,299.22,5.23,D
33.913,48.59336,309.85,1.28,1.12,2025-04-22,0646,T,55,6.1NRT,295.04,7.35,D
33.84594,48.80288,310.44,1.31,1.14,2025-04-22,0646,T,39,6.1NRT,295.73,4.93,D
33.86604,48.26664,319.35,1.23,1.1,2025-04-22,0646,T,73,6.1NRT,294.87,14.67,D
33.50501,49.08935,313.91,1.38,1.16,2025-04-22,0646,T,27,6.1NRT,296.09,11.38,D
33.466,48.42859,314.56,1.27,1.12,2025-04-22,0646,T,59,6.1NRT,300.32,6.42,D
33.99437,44.8539,324.89,1,1,2025-04-22,0646,T,72,6.1NRT,302.3,13.97,D
33.38518,48.60022,312.53,1.3,1.13,2025-04-22,0646,T,63,6.1NRT,298.89,7.28,D
33.38002,47.95811,311.96,1.21,1.09,2025-04-22,0646,T,58,6.1NRT,295.74,6.77,D
33.25447,47.74356,312.02,1.19,1.08,2025-04-22,0646,T,59,6.1NRT,299.11,5.94,D
33.26773,47.57446,311.08,1.17,1.07,2025-04-22,0646,T,41,6.1NRT,297.6,5.05,D
33.15881,47.70193,316.85,1.18,1.08,2025-04-22,0648,T,24,6.1NRT,298.49,7.08,D
33.11519,47.69849,313.27,1.19,1.08,2025-04-22,0648,T,43,6.1NRT,300.78,6.06,D
32.99524,47.41904,317.16,1.16,1.07,2025-04-22,0648,T,56,6.1NRT,298.58,8.69,D
32.99328,47.43088,314.41,1.16,1.07,2025-04-22,0648,T,29,6.1NRT,299.05,5.85,D
33.15348,44.78984,317.88,1,1,2025-04-22,0648,T,53,6.1NRT,301.92,7.04,D
32.49186,47.20824,333.43,1.15,1.07,2025-04-22,0648,T,82,6.1NRT,309.26,24.36,D
32.48994,47.22001,323.05,1.15,1.07,2025-04-22,0648,T,66,6.1NRT,308.29,8.88,D
32.36033,47.70513,325.11,1.22,1.1,2025-04-22,0648,T,72,6.1NRT,309.4,10.31,D
32.35822,47.71756,326.3,1.22,1.1,2025-04-22,0648,T,74,6.1NRT,309.77,12.09,D
32.35079,47.70302,332.79,1.22,1.1,2025-04-22,0648,T,82,6.1NRT,309.03,21.94,D
32.34868,47.71542,331.82,1.22,1.1,2025-04-22,0648,T,81,6.1NRT,309.53,20.17,D
32.04172,48.8739,323.54,1.42,1.18,2025-04-22,0648,T,37,6.1NRT,305.35,11.39,D
32.25999,47.25388,328.96,1.16,1.07,2025-04-22,0648,T,76,6.1NRT,308.84,15.87,D
32.06024,48.30695,317.91,1.32,1.14,2025-04-22,0648,T,34,6.1NRT,302.64,9.95,D
32.17585,47.52231,333.6,1.2,1.09,2025-04-22,0648,T,82,6.1NRT,309.75,23.06,D
32.10753,47.5511,328.92,1.21,1.09,2025-04-22,0648,T,75,6.1NRT,309.92,14.81,D
32.12068,47.41489,328.08,1.19,1.08,2025-04-22,0648,T,74,6.1NRT,308.55,13.98,D
32.06168,47.44591,328.72,1.19,1.09,2025-04-22,0648,T,74,6.1NRT,308.76,15.19,D
31.44195,49.53662,320.32,1.6,1.25,2025-04-22,0648,T,52,6.1NRT,304.2,6.92,D
31.44023,49.52997,319.82,1.6,1.25,2025-04-22,0648,T,25,6.1NRT,304.14,6.15,D
31.65785,47.51968,334.81,1.22,1.1,2025-04-22,0648,T,83,6.1NRT,307.42,31.71,D
31.65576,47.53206,323.03,1.22,1.1,2025-04-22,0648,T,62,6.1NRT,306.08,11.94,D
31.27686,49.6033,321.26,1.63,1.26,2025-04-22,0648,T,33,6.1NRT,300.76,17.22,D
31.32549,49.28102,326.92,1.55,1.23,2025-04-22,0648,T,75,6.1NRT,306.51,20.71,D
31.76788,46.04802,326.96,1.06,1.03,2025-04-22,0648,T,75,6.1NRT,302.42,17.46,D
31.21017,48.95299,327.64,1.49,1.21,2025-04-22,0648,T,76,6.1NRT,307.6,21.46,D
31.13184,49.3196,329.29,1.58,1.24,2025-04-22,0648,T,79,6.1NRT,306.58,28.32,D
30.99032,49.9504,315.63,1.75,1.3,2025-04-22,0648,T,50,6.1NRT,297.66,14.87,D
30.98691,49.59657,318.39,1.65,1.26,2025-04-22,0648,T,61,6.1NRT,300.98,11.93,D
30.98019,49.51097,324.39,1.63,1.26,2025-04-22,0648,T,73,6.1NRT,304.19,22.6,D
30.97714,49.52715,323.77,1.64,1.26,2025-04-22,0648,T,72,6.1NRT,303.95,21.2,D
30.97614,49.52135,327.84,1.64,1.26,2025-04-22,0648,T,78,6.1NRT,304.13,28.29,D
30.90177,49.67586,327.84,1.68,1.27,2025-04-22,0648,T,78,6.1NRT,304.94,30.87,D
30.8935,49.4157,316.02,1.62,1.25,2025-04-22,0648,T,29,6.1NRT,300.27,8.61,D
30.90306,49.41156,315.39,1.62,1.25,2025-04-22,0648,T,17,6.1NRT,300.34,7.57,D
30.89224,49.40886,316.63,1.62,1.25,2025-04-22,0648,T,43,6.1NRT,299.87,9.6,D
30.76013,49.6874,317.58,1.69,1.28,2025-04-22,0648,T,37,6.1NRT,298.63,10.97,D
30.75691,49.70428,318.7,1.7,1.28,2025-04-22,0648,T,49,6.1NRT,297.69,14.18,D
30.72311,49.81985,322.67,1.73,1.29,2025-04-22,0648,T,73,6.1NRT,299.67,27.92,D
31.08531,47.78452,333.04,1.28,1.12,2025-04-22,0648,T,81,6.1NRT,306.77,29.66,D
31.0831,47.79747,327.59,1.29,1.13,2025-04-22,0648,T,75,6.1NRT,306.94,19.76,D
30.72436,49.81446,316.89,1.73,1.29,2025-04-22,0648,T,58,6.1NRT,299.63,15.8,D
30.72121,49.83137,319.58,1.74,1.29,2025-04-22,0648,T,69,6.1NRT,299.45,21.69,D
31.03713,47.28402,327.72,1.21,1.09,2025-04-22,0648,T,75,6.1NRT,310.74,15.02,D
30.70523,49.16703,317.18,1.57,1.24,2025-04-22,0648,T,56,6.1NRT,299.9,10.03,D
31.02761,47.28188,366.38,1.21,1.09,2025-04-22,0648,T,100,6.1NRT,312,118.75,D
31.02554,47.29411,330.42,1.21,1.1,2025-04-22,0648,T,79,6.1NRT,308.9,18.12,D
30.58975,49.1659,320.64,1.58,1.24,2025-04-22,0648,T,47,6.1NRT,299.78,12.86,D
30.88377,47.32638,333.43,1.22,1.1,2025-04-22,0648,T,83,6.1NRT,310.47,23.99,D
30.88171,47.33872,335.21,1.23,1.1,2025-04-22,0648,T,84,6.1NRT,310.91,26.85,D
30.65324,48.66662,320.87,1.47,1.2,2025-04-22,0648,T,37,6.1NRT,301.75,9.07,D
30.56172,49.05452,319.2,1.56,1.23,2025-04-22,0648,T,38,6.1NRT,300.23,9.61,D
30.55106,49.05192,320.33,1.56,1.23,2025-04-22,0648,T,46,6.1NRT,299.91,11.86,D
30.38965,49.8574,318.26,1.77,1.3,2025-04-22,0648,T,51,6.1NRT,298.68,16.18,D
30.82428,47.32577,325.25,1.23,1.1,2025-04-22,0648,T,73,6.1NRT,309.31,8.9,D
30.76022,47.33115,323.49,1.23,1.1,2025-04-22,0648,T,70,6.1NRT,309.55,8.1,D
30.56729,47.31395,331.42,1.24,1.1,2025-04-22,0648,T,79,6.1NRT,309.03,22.01,D
30.56518,47.32634,323.76,1.24,1.11,2025-04-22,0648,T,66,6.1NRT,308.5,9.32,D
30.56237,47.10932,327.86,1.21,1.09,2025-04-22,0648,T,74,6.1NRT,308.8,15.57,D
30.55944,47.10218,330.37,1.21,1.09,2025-04-22,0648,T,77,6.1NRT,308.53,18.87,D
30.31179,47.35412,324.34,1.25,1.11,2025-04-22,0648,T,66,6.1NRT,308.14,11.28,D
28.49572,49.71502,327.54,1.9,1.35,2025-04-22,0648,T,81,6.1NRT,288.86,56.51,D
-3.34167,104.05772,316.18,1.02,1.01,2025-04-22,0739,A,62,6.1NRT,290.17,9.79,D
-2.43027,105.94182,323.01,1.04,1.02,2025-04-22,0739,A,77,6.1NRT,294.24,15.61,D
-2.68694,102.91684,314.32,1.1,1.05,2025-04-22,0739,A,66,6.1NRT,294.74,8.47,D
-2.83835,101.52905,310.29,1.32,1.14,2025-04-22,0739,A,34,6.1NRT,287.62,11.17,D
-2.47618,103.47328,314.43,1.05,1.02,2025-04-22,0739,A,67,6.1NRT,295.15,7.04,D
-2.4672,103.47198,310.65,1.05,1.02,2025-04-22,0739,A,42,6.1NRT,293.48,3.7,D
-33.78148,122.44855,337.71,3.23,1.7,2025-04-22,0729,A,88,6.1NRT,295.09,206.44,D
-33.76683,122.44341,331.75,3.23,1.7,2025-04-22,0729,A,84,6.1NRT,294.28,158.34,D
-34.77099,117.72836,312.89,1.54,1.22,2025-04-22,0729,A,68,6.1NRT,294.9,17.14,D
-34.77414,117.7121,312.99,1.53,1.22,2025-04-22,0729,A,68,6.1NRT,295.58,17.83,D
-33.63788,121.92929,308.18,3.02,1.65,2025-04-22,0729,A,61,6.1NRT,293.95,28.09,D
-34.59768,115.9854,309.49,1.25,1.11,2025-04-22,0729,A,61,6.1NRT,293.01,8.68,D
-34.59998,115.97229,338.25,1.24,1.11,2025-04-22,0729,A,90,6.1NRT,295.4,52.33,D
-34.58793,115.98289,325.62,1.25,1.11,2025-04-22,0729,A,82,6.1NRT,293.64,28.53,D
-34.59024,115.96973,390.11,1.24,1.11,2025-04-22,0729,A,100,6.1NRT,299.03,271.23,D
-34.59256,115.95649,309.12,1.24,1.11,2025-04-22,0729,A,51,6.1NRT,293.96,8.52,D
-34.28037,116.14988,307.76,1.29,1.13,2025-04-22,0729,A,54,6.1NRT,293.95,7.73,D
-33.80318,118.61798,310.26,1.83,1.32,2025-04-22,0729,A,62,6.1NRT,297.4,12.72,D
-34.0061,117.2865,319.26,1.5,1.21,2025-04-22,0729,A,76,6.1NRT,294.16,27.82,D
-34.18978,116.19062,306.97,1.3,1.13,2025-04-22,0729,A,51,6.1NRT,294.35,6.16,D
-1.97953,105.23442,320.73,1.01,1,2025-04-22,0739,A,75,6.1NRT,296.01,11.43,D
-34.14773,116.25127,310,1.31,1.13,2025-04-22,0729,A,61,6.1NRT,295.15,8.97,D
-34.15021,116.23746,306.94,1.31,1.13,2025-04-22,0729,A,31,6.1NRT,295.4,5.81,D
-1.98082,105.22557,355.96,1.01,1,2025-04-22,0739,A,98,6.1NRT,296.95,69.92,D
-34.13777,116.24866,315.35,1.31,1.13,2025-04-22,0729,A,71,6.1NRT,295.33,15.1,D
-2.36535,102.52579,328.61,1.14,1.06,2025-04-22,0739,A,83,6.1NRT,295.08,25.34,D
-34.14025,116.23489,328.41,1.31,1.13,2025-04-22,0729,A,84,6.1NRT,296.48,34.76,D
-2.28151,102.84338,325.48,1.1,1.05,2025-04-22,0739,A,80,6.1NRT,295.51,20.81,D
-34.05565,116.13502,311.47,1.29,1.13,2025-04-22,0729,A,65,6.1NRT,295.24,10.72,D
-2.2829,102.83373,323.84,1.1,1.05,2025-04-22,0739,A,78,6.1NRT,296.2,18.65,D
-2.25241,102.79316,315.3,1.1,1.05,2025-04-22,0739,A,66,6.1NRT,295.14,7.97,D
-34.05811,116.12141,312.37,1.29,1.13,2025-04-22,0729,A,67,6.1NRT,295.21,11.82,D
-2.25383,102.7835,317.97,1.11,1.05,2025-04-22,0739,A,71,6.1NRT,296.26,10.67,D
-34.00446,116.1291,306.64,1.3,1.13,2025-04-22,0729,A,52,6.1NRT,295.02,4.92,D
